ID,town,country,age,job,married,education,arrears,current_balance,housing,has_tv_package,last_contact,conn_tr,last_contact_this_campaign_day,last_contact_this_campaign_month,this_campaign,days_since_last_contact_previous_campaign,contacted_during_previous_campaign,outcome_previous_campaign,new_contract_this_campaign
76922998,Southend-on-Sea,UK,31,technician,single,secondary,no,6.67,yes,no,cellular,2,21,nov,1,-1,0,unknown,no
97419305,Gloucester,UK,50,technician,married,unknown,no,-2.87,yes,no,cellular,4,8,may,1,347,1,failure,no
24982818,Glasgow,UK,34,services,divorced,secondary,no,7.97,yes,no,cellular,3,20,nov,1,126,1,failure,no
25917020,Woking,UK,31,blue-collar,married,primary,no,1.96,no,no,cellular,3,7,aug,1,-1,0,unknown,no
63702379,Darlington,UK,34,management,married,tertiary,no,1.79,yes,no,cellular,2,20,nov,1,-1,0,unknown,no
24685070,Chesterfield,UK,49,management,married,tertiary,no,7.34,yes,no,cellular,4,7,may,2,324,3,failure,no
68507472,Wolverhampton,UK,81,retired,married,primary,no,52.2,no,no,telephone,1,13,nov,1,94,2,other,yes
46923801,Blackpool,UK,58,admin.,divorced,secondary,no,17.13,no,no,unknown,1,15,may,2,-1,0,unknown,no
93075606,Grimsby,UK,30,student,married,tertiary,no,3.24,no,no,cellular,5,25,aug,4,-1,0,unknown,no
37604571,Woking,UK,32,blue-collar,married,primary,no,1.83,yes,no,cellular,3,9,feb,4,208,3,other,no
92738039,Gateshead,UK,25,management,single,tertiary,no,4.36,no,no,cellular,4,30,apr,2,-1,0,unknown,no
10608233,Newport,UK,51,blue-collar,married,secondary,no,0.5,yes,yes,unknown,3,6,may,1,-1,0,unknown,no
29186171,Middlesbrough,UK,33,technician,married,tertiary,no,16.99,no,no,cellular,2,28,jan,1,83,3,success,yes
15661632,Bristol,UK,42,technician,married,secondary,no,-3.5,yes,yes,unknown,2,30,may,1,-1,0,unknown,no
67227899,Manchester,UK,34,blue-collar,single,secondary,no,3.41,yes,no,unknown,4,8,may,1,-1,0,unknown,no
37887715,Kingston upon Hull,UK,30,admin.,single,secondary,no,13.74,yes,no,unknown,4,13,may,1,-1,0,unknown,no
35618011,Edinburgh,UK,32,services,single,tertiary,no,17.43,yes,no,cellular,4,1,apr,1,261,3,other,no
82169771,Birmingham,UK,45,entrepreneur,married,secondary,no,4.04,yes,no,unknown,2,30,may,2,-1,0,unknown,no
92952301,Swansea,UK,25,student,single,tertiary,no,3.26,no,no,cellular,4,26,may,1,-1,0,unknown,yes
83130962,Luton,UK,46,blue-collar,married,primary,no,20.93,no,no,unknown,1,5,jun,2,-1,0,unknown,no
18896892,Gillingham,UK,48,management,divorced,tertiary,no,0.15,no,no,unknown,3,6,nov,1,-1,0,unknown,no
60761421,Gloucester,UK,54,housemaid,married,primary,no,1.36,no,no,cellular,2,29,jul,2,-1,0,unknown,no
30068011,Basildon,UK,58,management,single,tertiary,no,0.02,yes,no,telephone,2,11,may,3,-1,0,unknown,no
62615033,Norwich,UK,47,technician,married,secondary,no,-0.54,yes,no,cellular,2,16,apr,2,-1,0,unknown,no
72698178,Chester,UK,40,self-employed,single,unknown,no,1.09,yes,no,cellular,5,4,feb,1,-1,0,unknown,no
14494090,Birkenhead,UK,48,management,married,unknown,no,9.7,no,no,cellular,5,31,jul,2,-1,0,unknown,no
93649342,Preston,UK,32,technician,married,secondary,no,18.3,yes,no,unknown,2,21,may,1,-1,0,unknown,no
90825745,Hastings,UK,60,blue-collar,married,unknown,no,35.38,no,no,unknown,1,11,jun,1,-1,0,unknown,no
97180146,Glasgow,UK,55,blue-collar,married,secondary,yes,0.67,no,no,cellular,4,8,jul,2,-1,0,unknown,no
77957743,Newport,UK,37,services,married,secondary,no,6.16,yes,no,cellular,5,17,apr,1,-1,0,unknown,no
18956031,Norwich,UK,46,technician,single,tertiary,no,31.33,no,no,cellular,3,6,aug,3,-1,0,unknown,no
11558333,Liverpool,UK,35,self-employed,single,tertiary,no,9.35,yes,no,cellular,2,20,nov,1,176,2,failure,no
15102364,Gateshead,UK,39,admin.,married,secondary,no,23.19,no,no,cellular,2,21,nov,1,137,1,failure,no
55122001,Bristol,UK,57,management,married,tertiary,no,1.01,no,yes,cellular,4,23,jul,2,-1,0,unknown,no
94073295,Stockport,UK,33,technician,married,secondary,no,16.3,yes,no,unknown,5,21,may,1,-1,0,unknown,no
33439587,Bedford,UK,34,services,married,secondary,no,-6.94,yes,no,unknown,5,26,may,1,-1,0,unknown,no
23295803,Chesterfield,UK,21,blue-collar,single,secondary,no,22.65,no,no,cellular,5,27,may,4,99,2,success,no
94491583,Halifax,UK,27,student,single,unknown,no,9.1,yes,yes,unknown,1,27,may,1,-1,0,unknown,no
91823285,London,UK,36,admin.,married,secondary,no,22.78,yes,no,cellular,5,15,may,3,298,1,failure,no
74296506,Hastings,UK,43,management,married,secondary,no,3.75,yes,no,unknown,4,6,may,2,-1,0,unknown,no
35757394,Salford,UK,35,entrepreneur,married,secondary,no,20.08,no,no,unknown,3,4,jun,6,-1,0,unknown,no
22766430,London,UK,60,management,married,tertiary,no,3.71,no,yes,cellular,5,11,aug,8,-1,0,unknown,no
24185934,Darlington,UK,27,management,single,tertiary,no,0,yes,no,cellular,3,30,jan,4,-1,0,unknown,no
18906588,Plymouth,UK,51,admin.,married,secondary,no,0.79,no,no,cellular,2,13,aug,2,-1,0,unknown,no
78631996,High Wycombe,UK,39,admin.,single,secondary,no,0.14,yes,yes,unknown,3,13,may,9,-1,0,unknown,no
62319990,Derby,UK,26,unemployed,single,secondary,no,1.3,yes,no,cellular,5,15,may,3,-1,0,unknown,no
22493866,Bolton,UK,23,services,married,secondary,no,0.14,yes,yes,telephone,2,13,may,8,358,1,failure,no
84296243,Norwich,UK,57,management,divorced,tertiary,no,25.49,no,no,cellular,5,30,jan,3,197,2,failure,no
77035176,Kingston upon Hull,UK,38,management,divorced,tertiary,no,63.68,yes,no,cellular,4,4,may,4,-1,0,unknown,yes
16183260,Darlington,UK,34,self-employed,single,tertiary,no,0.06,no,no,cellular,1,20,nov,2,-1,0,unknown,no
74196577,Nottingham,UK,48,unknown,single,unknown,no,18.19,no,no,cellular,5,2,sep,1,458,1,failure,yes
34872869,Colchester,UK,49,management,married,tertiary,no,1.46,no,no,cellular,3,29,aug,2,-1,0,unknown,no
97822894,Swansea,UK,40,services,married,secondary,no,13.58,no,no,unknown,5,19,jun,1,-1,0,unknown,no
42453399,London,UK,32,management,married,secondary,no,62.17,yes,yes,unknown,1,21,may,2,-1,0,unknown,no
46722829,Brighton,UK,29,admin.,married,tertiary,no,2.38,no,no,cellular,2,26,feb,1,-1,0,unknown,no
32890964,Brighton,UK,42,blue-collar,married,secondary,no,2.3,yes,no,unknown,3,5,jun,7,-1,0,unknown,no
36148515,Glasgow,UK,35,admin.,single,primary,no,23.55,yes,no,unknown,4,16,jun,1,-1,0,unknown,no
96976876,Basingstoke,UK,33,management,single,tertiary,no,4.74,yes,no,cellular,2,2,feb,1,179,3,failure,no
69507150,Leicester,UK,36,management,married,tertiary,no,0,yes,no,cellular,3,28,jan,1,250,1,other,no
28861202,Barnsley,UK,34,management,single,tertiary,no,30.35,no,no,cellular,2,20,nov,1,-1,0,unknown,no
89882042,Gloucester,UK,34,self-employed,married,tertiary,no,0.97,yes,no,cellular,4,28,jul,6,-1,0,unknown,no
16927935,Norwich,UK,43,management,single,tertiary,no,7.78,yes,no,cellular,4,25,aug,5,-1,0,unknown,no
36951863,St Helens,UK,58,services,married,secondary,no,0.5,yes,no,cellular,3,20,nov,7,-1,0,unknown,no
66925276,Plymouth,UK,31,management,married,tertiary,no,38.97,yes,no,cellular,4,8,aug,3,-1,0,unknown,no
85812436,Birmingham,UK,33,technician,married,secondary,no,34.7,no,no,cellular,2,11,aug,2,-1,0,unknown,no
73393871,Worthing,UK,48,blue-collar,married,primary,no,5.74,no,no,cellular,1,5,aug,1,-1,0,unknown,no
82448459,Sheffield,UK,38,management,married,tertiary,no,14.4,no,no,cellular,3,11,aug,2,-1,0,unknown,no
49125119,Hartlepool,UK,38,management,married,unknown,no,30.53,no,no,unknown,5,19,jun,1,-1,0,unknown,no
17740324,Sale,UK,33,housemaid,single,tertiary,no,12.55,no,no,cellular,5,29,aug,4,-1,0,unknown,no
64767098,Birmingham,UK,34,management,married,unknown,yes,-3.53,yes,no,unknown,3,15,may,1,-1,0,unknown,no
57431873,Bolton,UK,52,housemaid,married,primary,no,18.37,no,no,unknown,5,6,jun,1,-1,0,unknown,no
24340143,Glasgow,UK,27,services,divorced,secondary,no,0.96,yes,no,unknown,2,8,may,1,-1,0,unknown,no
99366816,Sutton Coldfield,UK,46,admin.,married,secondary,no,0,no,no,cellular,5,5,aug,1,-1,0,unknown,no
34345706,Reading,UK,43,management,married,tertiary,no,2.28,no,no,cellular,5,28,aug,18,-1,0,unknown,no
79399125,Basildon,UK,53,self-employed,married,primary,no,45.76,no,no,telephone,4,30,jul,2,-1,0,unknown,no
94210389,Gateshead,UK,59,blue-collar,divorced,secondary,no,0.61,yes,no,cellular,3,13,may,1,-1,0,unknown,no
67975927,London,UK,52,technician,married,secondary,no,-10.76,yes,no,cellular,3,31,jul,2,-1,0,unknown,no
46898209,London,UK,69,retired,married,primary,no,23.46,no,no,cellular,2,11,feb,2,-1,0,unknown,yes
66309467,York,UK,32,blue-collar,married,secondary,no,-0.32,yes,no,cellular,4,12,may,1,-1,0,unknown,no
59178036,Stoke-on-Trent,UK,33,blue-collar,married,secondary,no,-4.16,yes,no,unknown,4,29,may,2,-1,0,unknown,no
33949411,Maidstone,UK,31,admin.,married,secondary,no,13.31,yes,no,cellular,5,11,may,2,-1,0,unknown,no
59856955,Hartlepool,UK,56,admin.,married,secondary,no,60.05,yes,no,unknown,3,19,jun,6,-1,0,unknown,no
90721641,Doncaster,UK,35,entrepreneur,single,tertiary,no,1.45,yes,no,cellular,3,18,jul,2,-1,0,unknown,yes
21478522,York,UK,40,admin.,married,secondary,no,0,yes,no,cellular,1,15,may,8,366,7,other,no
68875674,London,UK,45,technician,married,unknown,no,8.86,yes,no,cellular,2,13,oct,2,42,1,failure,no
12834814,Ipswich,UK,52,housemaid,married,secondary,no,4.11,yes,no,telephone,1,12,may,3,-1,0,unknown,no
73181265,Cambridge,UK,45,blue-collar,divorced,secondary,no,0,no,no,unknown,1,6,jun,5,-1,0,unknown,no
97217691,Oldham,UK,56,management,married,tertiary,no,14.07,no,no,cellular,5,1,jun,1,-1,0,unknown,no
92674574,Southampton,UK,30,management,single,tertiary,no,0.6,no,no,cellular,5,27,aug,3,-1,0,unknown,no
35363159,Nottingham,UK,41,admin.,divorced,secondary,no,1.1,yes,yes,cellular,5,5,feb,2,-1,0,unknown,no
68046630,Bolton,UK,30,services,single,secondary,no,15.1,yes,no,cellular,4,18,nov,1,-1,0,unknown,no
95405592,Ipswich,UK,30,technician,married,tertiary,no,0,no,no,cellular,1,28,aug,9,-1,0,unknown,no
71341133,Reading,UK,35,technician,married,secondary,no,-1.95,no,no,cellular,5,31,jul,4,-1,0,unknown,no
36195240,Peterborough,UK,35,management,married,tertiary,no,14.73,yes,no,cellular,2,20,apr,6,322,4,other,no
35550846,St Helens,UK,38,technician,single,secondary,no,3.82,yes,no,cellular,4,12,aug,2,-1,0,unknown,no
56165995,Ipswich,UK,35,technician,single,secondary,yes,-0.3,no,no,cellular,3,28,aug,2,-1,0,unknown,no
49208013,Watford,UK,32,admin.,single,secondary,no,86.26,no,no,cellular,2,7,dec,1,196,2,failure,no
12162860,Cambridge,UK,39,admin.,single,secondary,no,0,yes,no,unknown,4,6,may,2,-1,0,unknown,no
22149250,Basildon,UK,42,blue-collar,single,tertiary,no,17.36,no,no,telephone,5,21,jul,2,-1,0,unknown,no
55611268,Raleigh,UK,37,housemaid,divorced,secondary,no,2.26,no,yes,cellular,2,19,nov,2,167,3,other,no
60590933,Peterborough,UK,27,student,single,secondary,no,1.21,no,no,cellular,5,2,jun,2,-1,0,unknown,no
41948998,Gateshead,UK,43,blue-collar,married,primary,no,30.64,yes,no,cellular,3,20,nov,2,-1,0,unknown,yes
80144394,Middlesbrough,UK,43,admin.,married,secondary,no,12.2,yes,no,cellular,4,20,apr,2,339,1,other,no
57091476,Cheltenham,UK,47,services,married,tertiary,no,8.71,no,no,cellular,3,22,aug,9,-1,0,unknown,no
58443272,Glasgow,UK,34,technician,single,tertiary,no,1.22,no,no,unknown,4,27,may,5,-1,0,unknown,no
68458917,Preston,UK,54,management,divorced,tertiary,no,70.1,no,no,cellular,2,11,mar,2,-1,0,unknown,no
18879456,Glasgow,UK,59,self-employed,married,tertiary,no,1.85,no,no,cellular,1,4,feb,1,-1,0,unknown,no
34672823,Liverpool,UK,39,self-employed,married,secondary,no,1.67,yes,yes,cellular,5,17,jul,1,-1,0,unknown,no
76191631,Middlesbrough,UK,39,unemployed,married,secondary,no,16.54,no,no,unknown,5,20,jun,6,-1,0,unknown,no
36427664,Warrington,UK,52,blue-collar,married,secondary,no,23.38,yes,no,cellular,3,4,feb,1,-1,0,unknown,no
36361139,Birmingham,UK,30,blue-collar,single,secondary,no,2.39,yes,no,unknown,4,23,may,1,-1,0,unknown,yes
23617518,Middlesbrough,UK,42,management,married,tertiary,no,13.4,yes,no,unknown,3,14,may,1,-1,0,unknown,no
20306451,Stevenage,UK,43,blue-collar,married,secondary,no,9.02,yes,no,cellular,1,7,apr,1,328,1,failure,no
63528935,Bristol,UK,29,housemaid,married,tertiary,no,0.96,yes,no,cellular,4,18,may,1,-1,0,unknown,no
15092965,Exeter,UK,54,blue-collar,married,unknown,no,3.63,yes,no,unknown,5,13,may,1,-1,0,unknown,no
35074659,Manchester,UK,48,technician,divorced,secondary,no,1.05,no,no,cellular,5,29,aug,2,-1,0,unknown,no
22394373,Exeter,UK,28,blue-collar,single,secondary,no,10.11,yes,no,cellular,4,20,apr,3,-1,0,unknown,no
90976752,Exeter,UK,52,admin.,divorced,tertiary,no,0,yes,yes,cellular,3,30,jun,1,64,1,failure,no
48886235,Gateshead,UK,43,services,divorced,secondary,no,3.13,yes,no,cellular,4,8,may,2,-1,0,unknown,no
63463733,Stoke-on-Trent,UK,35,entrepreneur,single,tertiary,no,-0.49,no,no,unknown,2,17,jun,8,-1,0,unknown,no
32095258,Watford,UK,45,blue-collar,divorced,primary,no,27.02,no,no,cellular,4,18,nov,1,-1,0,unknown,no
80128333,Liverpool,UK,58,retired,married,primary,no,106.28,no,no,cellular,2,30,jul,4,-1,0,unknown,no
76761085,Blackburn,UK,36,entrepreneur,divorced,tertiary,no,34.07,no,no,cellular,2,16,mar,4,-1,0,unknown,yes
43225152,London,UK,37,blue-collar,married,primary,no,-2.12,yes,no,cellular,1,15,may,3,352,1,other,no
27507984,Bristol,UK,55,management,married,secondary,no,0,no,no,unknown,3,18,jun,2,-1,0,unknown,no
14638735,London,UK,38,management,married,tertiary,no,9.5,no,no,cellular,1,5,aug,2,-1,0,unknown,no
66488216,Huddersfield,UK,53,admin.,divorced,secondary,no,0,yes,yes,cellular,5,6,aug,1,98,2,failure,yes
74662366,Reading,UK,30,technician,single,secondary,no,101.52,yes,no,cellular,4,10,jul,1,-1,0,unknown,no
49000016,Nuneaton,UK,35,entrepreneur,married,tertiary,no,27.23,yes,yes,cellular,3,8,aug,4,-1,0,unknown,no
33562166,Chelmsford,UK,37,unemployed,single,tertiary,no,10.32,no,no,telephone,2,4,feb,1,-1,0,unknown,no
19763613,London,UK,39,technician,married,secondary,no,19.86,no,no,cellular,3,12,aug,6,-1,0,unknown,no
96036542,Southampton,UK,58,services,married,secondary,no,16.67,yes,yes,unknown,5,6,may,1,-1,0,unknown,no
61475398,Liverpool,UK,34,blue-collar,married,primary,no,-1.06,yes,no,unknown,4,27,may,1,-1,0,unknown,no
41733871,Worcester,UK,27,student,single,secondary,no,8.33,no,no,telephone,2,25,jun,5,-1,0,unknown,no
83817705,Birmingham,UK,42,technician,married,tertiary,no,134.1,no,yes,cellular,2,14,aug,2,-1,0,unknown,no
69763379,Reading,UK,40,admin.,single,secondary,no,1.78,yes,no,cellular,1,7,may,1,-1,0,unknown,no
13001708,Oxford,UK,58,retired,married,unknown,no,9.28,no,no,telephone,4,4,aug,2,-1,0,unknown,no
29018656,Chester,UK,42,blue-collar,single,unknown,no,28.35,yes,no,telephone,2,13,may,4,350,1,failure,no
59362939,Bristol,UK,59,housemaid,divorced,primary,no,25.18,no,no,cellular,2,30,jul,3,-1,0,unknown,yes
45074397,Warrington,UK,27,blue-collar,single,secondary,no,11.5,yes,no,unknown,2,14,may,1,-1,0,unknown,no
34416427,Southport,UK,32,technician,single,tertiary,no,40.71,no,no,cellular,2,30,jun,2,-1,0,unknown,yes
25242497,Glasgow,UK,36,management,single,tertiary,no,9,no,no,cellular,1,6,aug,4,-1,0,unknown,no
84093057,Blackpool,UK,36,entrepreneur,divorced,tertiary,no,34.07,no,no,cellular,4,9,jun,4,85,4,success,yes
11352405,Bradford,UK,50,blue-collar,married,secondary,no,19.84,yes,no,telephone,3,18,nov,3,-1,0,unknown,no
49109073,High Wycombe,UK,46,entrepreneur,married,secondary,no,0,no,yes,cellular,4,18,jul,1,-1,0,unknown,no
57958852,Crawley,UK,30,technician,single,secondary,no,1.48,yes,yes,cellular,5,15,may,5,-1,0,unknown,no
48157274,Preston,UK,26,technician,single,secondary,no,-5.25,yes,yes,cellular,2,22,jul,1,-1,0,unknown,no
88410312,Wolverhampton,UK,50,management,married,tertiary,no,40.45,no,no,unknown,1,19,jun,1,-1,0,unknown,no
40203908,Solihull,UK,28,blue-collar,single,secondary,no,0,yes,no,unknown,1,28,may,1,-1,0,unknown,no
22386942,Kingston upon Hull,UK,42,technician,married,secondary,no,4.39,no,no,cellular,1,20,aug,2,-1,0,unknown,no
64623932,Wolverhampton,UK,49,blue-collar,married,primary,no,2.01,yes,yes,cellular,1,18,jul,2,-1,0,unknown,no
86867503,Sutton Coldfield,UK,59,housemaid,divorced,secondary,no,451.41,no,no,unknown,4,6,jun,1,-1,0,unknown,no
81108101,Worthing,UK,44,management,married,tertiary,no,0,yes,no,unknown,4,28,may,1,-1,0,unknown,no
82353983,Gillingham,UK,33,housemaid,married,primary,no,2.12,yes,no,cellular,4,11,jul,2,-1,0,unknown,no
15829931,Cardiff,UK,31,management,married,tertiary,no,12.6,no,yes,unknown,2,21,may,1,-1,0,unknown,no
58069344,Swindon,UK,31,blue-collar,married,secondary,no,4.01,no,no,cellular,1,14,aug,3,-1,0,unknown,no
33920392,Lincoln,UK,37,management,married,tertiary,no,35.56,no,no,cellular,2,9,nov,1,-1,0,unknown,yes
44796736,Bedford,UK,43,admin.,single,secondary,no,568.31,no,no,unknown,1,15,may,1,-1,0,unknown,no
99265859,Eastbourne,UK,28,management,single,secondary,no,1.71,no,no,cellular,1,5,jun,1,87,1,success,yes
16720612,Liverpool,UK,38,management,married,tertiary,no,0.46,no,no,cellular,5,29,aug,4,-1,0,unknown,no
83583541,Grimsby,UK,25,blue-collar,single,secondary,no,5.43,yes,no,cellular,3,15,may,1,-1,0,unknown,no
86353192,Maidstone,UK,52,services,married,secondary,no,100.21,no,no,cellular,3,20,nov,1,-1,0,unknown,no
60223081,Rotherham,UK,31,blue-collar,married,secondary,no,0.66,no,no,unknown,1,27,may,1,-1,0,unknown,no
38903200,Glasgow,UK,54,retired,married,secondary,no,11.39,yes,no,cellular,2,14,may,1,177,7,failure,no
74559549,Birmingham,UK,59,retired,divorced,tertiary,no,-1.34,no,no,cellular,5,14,aug,4,-1,0,unknown,no
52497375,Reading,UK,51,technician,married,primary,no,2.23,yes,no,unknown,5,5,jun,3,-1,0,unknown,no
52521395,London,UK,35,admin.,married,secondary,no,38.63,yes,no,cellular,1,14,may,1,175,1,failure,no
76659001,Bristol,UK,31,services,single,secondary,no,3.65,no,no,cellular,4,9,jun,3,-1,0,unknown,no
30195598,Exeter,UK,55,retired,married,secondary,no,4.66,no,no,unknown,1,17,jun,4,-1,0,unknown,no
58667838,London,UK,32,technician,divorced,secondary,no,0,yes,no,cellular,4,10,aug,2,-1,0,unknown,no
82621347,Grimsby,UK,29,management,married,tertiary,no,4.65,yes,no,cellular,5,16,jul,1,-1,0,unknown,no
72946148,London,UK,35,management,single,tertiary,no,6.33,yes,no,cellular,2,17,apr,3,-1,0,unknown,no
50605443,Bath,UK,58,services,married,secondary,no,6.88,no,no,cellular,2,6,aug,2,-1,0,unknown,no
28268974,Swindon,UK,59,management,single,tertiary,no,9.11,no,yes,unknown,4,5,jun,2,-1,0,unknown,no
49499425,Telford,UK,26,technician,single,secondary,no,11.05,yes,no,cellular,5,6,sep,1,297,3,other,yes
13130278,Birmingham,UK,41,technician,married,secondary,no,29.9,yes,no,unknown,1,30,may,3,-1,0,unknown,no
74689258,Maidstone,UK,46,technician,married,secondary,no,92.99,no,no,cellular,5,21,oct,5,94,3,success,no
16071378,Colchester,UK,47,blue-collar,divorced,secondary,no,0.25,yes,no,cellular,4,7,may,1,-1,0,unknown,no
53326498,Liverpool,UK,34,blue-collar,single,secondary,no,19.23,no,no,cellular,5,11,aug,1,-1,0,unknown,no
75253874,St Helens,UK,41,blue-collar,married,primary,no,1.91,yes,no,unknown,3,8,may,1,-1,0,unknown,no
24889326,Huddersfield,UK,38,blue-collar,married,secondary,no,1.64,yes,no,unknown,2,7,may,2,-1,0,unknown,no
72233755,London,UK,29,blue-collar,divorced,secondary,no,3.02,yes,no,cellular,1,5,feb,1,192,8,other,no
68378692,Birmingham,UK,29,unemployed,married,tertiary,no,0.53,no,no,cellular,4,4,feb,1,-1,0,unknown,no
41361218,Worcester,UK,50,technician,married,secondary,no,3.15,no,no,cellular,4,8,aug,10,-1,0,unknown,no
47374243,London,UK,35,management,divorced,tertiary,no,1.41,no,yes,cellular,3,20,nov,1,-1,0,unknown,yes
69049913,Huddersfield,UK,40,self-employed,single,tertiary,no,-0.94,yes,no,cellular,4,16,jul,1,-1,0,unknown,no
54017595,Cambridge,UK,38,blue-collar,married,secondary,no,24.23,yes,no,unknown,4,9,jun,1,-1,0,unknown,no
15208919,Wigan,UK,32,blue-collar,single,secondary,no,14.02,yes,no,cellular,5,7,may,3,295,5,other,no
21376433,Exeter,UK,57,retired,married,secondary,no,0.81,no,no,cellular,1,19,aug,3,-1,0,unknown,no
98997737,Cardiff,UK,30,management,single,secondary,no,2.22,yes,no,cellular,5,13,may,3,-1,0,unknown,no
12971161,Worthing,UK,40,technician,divorced,secondary,no,-1.63,yes,no,cellular,2,8,may,1,-1,0,unknown,no
34899497,Derby,UK,43,blue-collar,married,primary,no,0.56,no,no,cellular,5,12,may,2,-1,0,unknown,no
85383610,Edinburgh,UK,43,technician,married,secondary,no,0.69,yes,yes,cellular,4,7,jul,1,260,2,failure,no
88416965,London,UK,44,self-employed,married,unknown,no,1.63,yes,no,cellular,2,12,aug,1,100,3,success,no
40934453,Dundee,UK,50,technician,married,unknown,no,12.68,yes,yes,unknown,5,29,may,2,-1,0,unknown,no
70378318,Bristol,UK,43,management,single,tertiary,no,0,no,no,cellular,5,11,aug,2,-1,0,unknown,no
53828509,Northampton,UK,61,self-employed,married,tertiary,no,41.62,no,no,cellular,4,10,nov,1,-1,0,unknown,no
70382688,Glasgow,UK,34,technician,single,secondary,no,9.2,yes,no,cellular,2,29,oct,1,342,5,failure,no
48068765,County Down,UK,44,management,divorced,tertiary,yes,-4.11,yes,no,unknown,2,2,jun,4,-1,0,unknown,yes
87233766,Bristol,UK,28,admin.,single,secondary,no,1.57,no,no,cellular,3,27,may,3,-1,0,unknown,yes
79445208,Birmingham,UK,44,blue-collar,married,primary,no,2.79,yes,no,cellular,2,17,apr,1,339,6,other,no
87632029,Birmingham,UK,41,blue-collar,married,primary,no,1.83,yes,yes,unknown,1,5,may,2,-1,0,unknown,no
28732824,London,UK,32,admin.,single,secondary,no,12.91,yes,no,cellular,3,23,jul,2,-1,0,unknown,no
35822082,Manchester,UK,54,management,single,tertiary,no,14.64,yes,yes,unknown,5,26,may,4,-1,0,unknown,no
49537166,Ipswich,UK,54,technician,divorced,secondary,no,74.49,yes,no,unknown,2,19,may,7,-1,0,unknown,no
46023562,Hastings,UK,35,services,married,secondary,no,1.81,yes,no,cellular,4,31,jul,3,-1,0,unknown,no
91832110,Bolton,UK,45,technician,single,secondary,no,0.29,yes,no,cellular,1,7,may,1,367,1,failure,no
63181611,Salford,UK,34,technician,single,secondary,no,0.94,yes,no,cellular,2,26,aug,2,-1,0,unknown,no
74733658,Bristol,UK,45,blue-collar,single,secondary,no,0.91,no,yes,cellular,5,14,jul,2,-1,0,unknown,no
22756168,Sutton Coldfield,UK,37,blue-collar,married,secondary,no,1.15,yes,yes,unknown,1,28,may,3,-1,0,unknown,no
58614112,Plymouth,UK,59,blue-collar,married,secondary,yes,-9.18,yes,no,unknown,1,16,jun,2,-1,0,unknown,no
88012241,Leeds,UK,28,student,single,secondary,no,19.25,no,no,cellular,2,25,may,1,88,4,failure,yes
36616868,Rochdale,UK,27,technician,married,tertiary,no,104.51,yes,no,cellular,4,2,feb,1,-1,0,unknown,no
24465276,Poole,UK,33,management,married,tertiary,no,4.15,no,no,cellular,5,4,may,5,167,1,other,no
92791966,Dundee,UK,52,management,single,tertiary,no,2.69,no,yes,cellular,4,22,jul,1,-1,0,unknown,no
51616470,County Down,UK,52,technician,married,secondary,no,0.01,no,no,cellular,1,29,jan,1,248,6,other,no
78652359,Rochdale,UK,32,technician,single,secondary,no,4.83,yes,yes,cellular,4,18,may,6,-1,0,unknown,no
60919783,Manchester,UK,30,management,single,tertiary,no,37.73,yes,no,cellular,2,9,feb,4,258,1,failure,no
58564587,Glasgow,UK,43,management,single,secondary,no,4.69,yes,no,cellular,2,17,nov,4,-1,0,unknown,no
92650859,Oxford,UK,46,technician,divorced,tertiary,no,0,no,no,cellular,4,28,jan,2,-1,0,unknown,yes
26849437,Middlesbrough,UK,33,blue-collar,single,secondary,no,6.87,yes,no,cellular,4,6,feb,2,273,1,failure,no
50072065,Wigan,UK,47,technician,married,tertiary,no,14.3,yes,no,cellular,2,24,jul,11,-1,0,unknown,no
75035386,Birmingham,UK,50,technician,divorced,unknown,no,13.28,yes,no,unknown,3,29,may,1,-1,0,unknown,no
10249185,Wigan,UK,24,technician,single,secondary,no,-2.32,yes,no,cellular,4,18,may,1,-1,0,unknown,no
45450831,Glasgow,UK,35,services,married,secondary,no,3.77,no,yes,cellular,4,31,jul,13,-1,0,unknown,no
92180282,Manchester,UK,30,blue-collar,married,secondary,no,5.78,yes,yes,cellular,1,17,apr,2,317,1,failure,no
22817714,Newport,UK,26,services,single,secondary,no,11.63,no,yes,cellular,5,28,jul,4,-1,0,unknown,no
85944430,Telford,UK,42,technician,married,tertiary,no,0,no,no,cellular,5,28,jan,2,-1,0,unknown,no
51587138,Salford,UK,32,technician,married,tertiary,no,38.5,yes,no,cellular,1,20,apr,4,-1,0,unknown,no
45225269,Warrington,UK,39,technician,single,tertiary,no,3.93,no,no,cellular,5,28,jun,1,94,1,success,yes
15302882,Cheltenham,UK,47,blue-collar,married,secondary,no,2.92,no,no,cellular,5,10,feb,1,-1,0,unknown,yes
79263062,Lincoln,UK,70,retired,married,primary,no,49.82,no,no,cellular,4,4,may,2,-1,0,unknown,no
21563324,Wigan,UK,60,management,married,secondary,no,0,no,no,telephone,4,22,feb,2,126,6,failure,no
99218598,Glasgow,UK,26,management,single,tertiary,no,6.9,no,no,cellular,3,5,feb,3,-1,0,unknown,no
46838009,Birmingham,UK,36,blue-collar,married,primary,no,3.56,yes,yes,cellular,1,12,may,4,172,4,other,no
19881186,Bradford,UK,37,technician,single,secondary,no,25.44,yes,no,unknown,4,30,may,3,-1,0,unknown,no
75025822,Belfast,UK,52,technician,married,secondary,no,0,no,no,cellular,3,29,aug,2,-1,0,unknown,no
